image,xmin,ymin,xmax,ymax,label
-4Kw4AJqOzZG8q5le7bGlQ.jpg,1376.0,1340.0,1383.0,1346.0,cctv
H0sgX081R-mWztWKrTm92Q.jpg,540.0,1786.0,565.0,1813.0,cctv
H0sgX081R-mWztWKrTm92Q.jpg,745.0,1773.0,772.0,1797.0,cctv
H0sgX081R-mWztWKrTm92Q.jpg,956.0,1762.0,981.0,1782.0,cctv
jZBWUyXigQiYavxXftZ4dg.jpg,2930.0,405.0,2981.0,475.0,cctv
IWwbmES2CMNIEkpceF-pxA.jpg,2114.0,1137.0,2137.0,1152.0,cctv
IWwbmES2CMNIEkpceF-pxA.jpg,2057.0,1184.0,2102.0,1227.0,cctv
7gyVm28lLp18X7Sm-vMfzg.jpg,2218.0,1336.0,2224.0,1339.0,cctv
QKUDFO5ccJliPSjmv2bf-w.jpg,1602.0,992.0,1608.0,1000.0,cctv
8MNh9_S5V8YzscMNneClPA.jpg,1723.0,1640.0,1738.0,1656.0,cctv
8MNh9_S5V8YzscMNneClPA.jpg,1673.0,1644.0,1683.0,1657.0,cctv
1JRryoqqxd_SdyekGSt7vw.jpg,3234.0,614.0,3371.0,690.0,cctv
Mt-TE4gtgCpA7M2WHKQUhw.jpg,616.0,1516.0,666.0,1546.0,cctv
Mt-TE4gtgCpA7M2WHKQUhw.jpg,296.0,1636.0,320.0,1647.0,cctv
iFf1-PIe-Pz4vE3nrHyecw.jpg,1722.0,1529.0,1736.0,1538.0,cctv
2z7CNCJ1UaJ2sJtIx51SPw.jpg,2545.0,931.0,2582.0,987.0,cctv
2z7CNCJ1UaJ2sJtIx51SPw.jpg,2299.0,1098.0,2337.0,1142.0,cctv
1eDgSArpkpizhy9MYnJDjQ.jpg,1340.0,624.0,1360.0,659.0,cctv
WFASDSd3JUJ30kNjQfS52Q.jpg,1350.0,1334.0,1378.0,1358.0,cctv
WFASDSd3JUJ30kNjQfS52Q.jpg,1396.0,1341.0,1436.0,1360.0,cctv
WFASDSd3JUJ30kNjQfS52Q.jpg,1384.0,1345.0,1403.0,1368.0,cctv
bOTOAOHkMA1Z0zho6XD4QQ.jpg,531.0,749.0,610.0,773.0,cctv
93I-dukrMCIYRmtTklQE5w.jpg,1880.0,758.0,1915.0,797.0,cctv
93I-dukrMCIYRmtTklQE5w.jpg,1663.0,620.0,1713.0,647.0,cctv
wwc_BjEOYjUp-5ZpwwDWEg.jpg,1150.0,617.0,1259.0,667.0,cctv
BQJcMOeoqpO2Cf2-sp0JZQ.jpg,353.0,1189.0,381.0,1204.0,cctv
owxSs6c0bx1DERu0K-3ABg.jpg,1958.0,798.0,1964.0,803.0,cctv
x_Fvm0yF02kFo5P3iIghnA.jpg,2946.0,1650.0,2957.0,1662.0,cctv
tsU9Y1Q9_eaB0pnjK-Pi6w.jpg,491.0,943.0,510.0,968.0,cctv
tsU9Y1Q9_eaB0pnjK-Pi6w.jpg,1687.0,783.0,1697.0,814.0,cctv
tsU9Y1Q9_eaB0pnjK-Pi6w.jpg,297.0,931.0,340.0,955.0,cctv
tsU9Y1Q9_eaB0pnjK-Pi6w.jpg,1325.0,875.0,1355.0,907.0,cctv
VaXjIu5ESehuvyLWtPc2Pg.jpg,1475.0,1343.0,1484.0,1369.0,cctv
VaXjIu5ESehuvyLWtPc2Pg.jpg,1491.0,1338.0,1505.0,1349.0,cctv
VaXjIu5ESehuvyLWtPc2Pg.jpg,1593.0,1336.0,1610.0,1350.0,cctv
VaXjIu5ESehuvyLWtPc2Pg.jpg,1695.0,1335.0,1711.0,1352.0,cctv
VaXjIu5ESehuvyLWtPc2Pg.jpg,1183.0,1226.0,1198.0,1295.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,2177.0,1176.0,2213.0,1225.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,2052.0,1176.0,2077.0,1231.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,1809.0,1320.0,1878.0,1398.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,1687.0,1560.0,1702.0,1589.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,1614.0,1565.0,1633.0,1589.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,1379.0,1168.0,1418.0,1227.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,1237.0,1168.0,1281.0,1217.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,2053.0,1562.0,2065.0,1592.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,2096.0,1570.0,2111.0,1595.0,cctv
c3a5Ef1sxw1euGGEjQ53eQ.jpg,2124.0,1565.0,2142.0,1592.0,cctv
5PM6na3seYIc5JEiTQCf7Q.jpg,309.0,488.0,432.0,541.0,cctv
89WHAP9dKpvaBmwL9ytlPQ.jpg,1652.0,1143.0,1674.0,1151.0,cctv
lvNdJE0EBm5PSO2aWdbTxA.jpg,1846.0,1306.0,1856.0,1337.0,cctv
lvNdJE0EBm5PSO2aWdbTxA.jpg,622.0,1249.0,637.0,1275.0,cctv
lvNdJE0EBm5PSO2aWdbTxA.jpg,1420.0,1280.0,1441.0,1317.0,cctv
ItAEvN2INIXrXUPCmMjZHA.jpg,3211.0,187.0,3230.0,203.0,cctv
TpvawUDU5tww4IptVaQwmg.jpg,2134.0,384.0,2146.0,393.0,cctv
TpvawUDU5tww4IptVaQwmg.jpg,2146.0,436.0,2168.0,449.0,cctv
TpvawUDU5tww4IptVaQwmg.jpg,2112.0,458.0,2131.0,473.0,cctv
TpvawUDU5tww4IptVaQwmg.jpg,2128.0,421.0,2140.0,433.0,cctv
506DEiUGGGkkY_QyDFV1MQ.jpg,2268.0,734.0,2285.0,749.0,cctv
506DEiUGGGkkY_QyDFV1MQ.jpg,2085.0,914.0,2131.0,944.0,cctv
I8Mm6d69K4vPmTzDvIReUA.jpg,1086.0,175.0,1125.0,214.0,cctv
xWngeK3X1HNyXL9ntXkpzA.jpg,1941.0,871.0,1947.0,876.0,cctv
4GqS-lHfeI5-qHY9i8Hi5A.jpg,2341.0,1008.0,2362.0,1029.0,cctv
SCTbE6PFQaGliD0y9iH28w.jpg,534.0,1102.0,561.0,1139.0,cctv
AXCJZb0hmMJXH63kHBrOdw.jpg,626.0,1010.0,673.0,1060.0,cctv
nHsAECl-ZhGd3kBT17I8pg.jpg,530.0,885.0,553.0,895.0,cctv
d3UXv3ITDApmwvQSLPtxOw.jpg,454.0,263.0,472.0,281.0,cctv
G3Hkhefb5H5N-dfvEckcvA.jpg,135.0,501.0,165.0,524.0,cctv
vTLXc9cDkhoVzlDy2ENN-Q.jpg,3106.0,373.0,3121.0,389.0,cctv
GD0AWkvU1x1wRJ9Km4PXYw.jpg,3879.0,1150.0,3958.0,1197.0,cctv
6fb7XUsMxpffoYhuyG8u4g.jpg,3703.0,1130.0,3748.0,1192.0,cctv
11E2WQmNj3Mo8hlHgmcuTg.jpg,3920.0,1703.0,3953.0,1744.0,cctv
11E2WQmNj3Mo8hlHgmcuTg.jpg,1007.0,1541.0,1037.0,1576.0,cctv
11E2WQmNj3Mo8hlHgmcuTg.jpg,2997.0,1870.0,3009.0,1885.0,cctv
uTMnZfe3_9qYhdlSXYEmPA.jpg,3511.0,1369.0,3546.0,1399.0,cctv
kEWkES9VHZIn7viUvbADuw.jpg,1880.0,1111.0,1891.0,1134.0,cctv
rTavdOA3KrjuFztgm5SNkg.jpg,2675.0,1449.0,2679.0,1454.0,cctv
rTavdOA3KrjuFztgm5SNkg.jpg,2750.0,1450.0,2755.0,1454.0,cctv
WrLCrIyfAN9C8FML_SAIEw.jpg,1243.0,695.0,1282.0,739.0,cctv
CpYwixhoGVHzemhyBRZ-xw.jpg,1509.0,1505.0,1519.0,1530.0,cctv
CpYwixhoGVHzemhyBRZ-xw.jpg,2195.0,1703.0,2201.0,1717.0,cctv
27dlk4ebVrho0_FRFBD_jg.jpg,1957.0,1363.0,1973.0,1382.0,cctv
27dlk4ebVrho0_FRFBD_jg.jpg,1302.0,1397.0,1311.0,1417.0,cctv
27dlk4ebVrho0_FRFBD_jg.jpg,1057.0,1385.0,1074.0,1399.0,cctv
18NxWPQaLK0BqxoOHHBSLA.jpg,2894.0,884.0,2919.0,904.0,cctv
lHQKgQhINKWHlEb4gZvVbw.jpg,1902.0,533.0,1931.0,549.0,cctv
w8G3GFe4hw9lUa98nfhiuw.jpg,2915.0,178.0,2922.0,186.0,cctv
W9tyckYyYV0okErwszb82A.jpg,2458.0,895.0,2475.0,906.0,cctv
YqYDBEhtfPAhV_DdMX2HfA.jpg,1579.0,2148.0,1599.0,2154.0,cctv
YqYDBEhtfPAhV_DdMX2HfA.jpg,211.0,2072.0,245.0,2097.0,cctv
DMeHosawbP0jrmW1eDWITw.jpg,1409.0,1286.0,1424.0,1308.0,cctv
7SzRYoj7v_y8LLm8O8POeA.jpg,2785.0,1071.0,2815.0,1091.0,cctv
7SzRYoj7v_y8LLm8O8POeA.jpg,1637.0,853.0,1656.0,876.0,cctv
lv9yIJZfX-FEpj4DrWBv2w.jpg,1136.0,1014.0,1161.0,1027.0,cctv
4xwYixJ39YbYp-Ra8QoEUQ.jpg,2571.0,1422.0,2607.0,1439.0,cctv
4YISglmn0u7c1FCHhQdpbQ.jpg,386.0,132.0,395.0,149.0,cctv
4YISglmn0u7c1FCHhQdpbQ.jpg,261.0,580.0,263.0,585.0,cctv
q8beY-oaGme8C_S7tQ1JRQ.jpg,2689.0,726.0,2750.0,795.0,cctv
7iLJd1k-aVxKUiLj8apnHw.jpg,1724.0,1180.0,1737.0,1200.0,cctv
2dP8ZTMC_fopdAWuhleNeg.jpg,1177.0,253.0,1186.0,285.0,cctv
2dP8ZTMC_fopdAWuhleNeg.jpg,2244.0,767.0,2251.0,781.0,cctv
2dP8ZTMC_fopdAWuhleNeg.jpg,2233.0,768.0,2242.0,780.0,cctv
2dP8ZTMC_fopdAWuhleNeg.jpg,2190.0,771.0,2201.0,781.0,cctv
2dP8ZTMC_fopdAWuhleNeg.jpg,2200.0,770.0,2215.0,781.0,cctv
2dP8ZTMC_fopdAWuhleNeg.jpg,2276.0,767.0,2284.0,782.0,cctv
2dP8ZTMC_fopdAWuhleNeg.jpg,1187.0,776.0,1195.0,781.0,cctv
2dP8ZTMC_fopdAWuhleNeg.jpg,1212.0,772.0,1218.0,778.0,cctv
c1r65sAJlFFrp0wqmhkseQ.jpg,2422.0,870.0,2447.0,884.0,cctv
H8QbUKvzZ0atFH3Ofb7ORQ.jpg,140.0,1001.0,192.0,1032.0,cctv
H8QbUKvzZ0atFH3Ofb7ORQ.jpg,384.0,1032.0,427.0,1056.0,cctv
edKIjD7-091MD40nE8NN4g.jpg,2214.0,359.0,2263.0,411.0,cctv
D6VUfbr54SHvJA6GsHReOA.jpg,1996.0,1279.0,2015.0,1301.0,cctv
Dk1VUNIb4PvdbgRlHLRnyA.jpg,1731.0,785.0,1745.0,806.0,cctv
yaHsbf0PSTsiRRNYeLslxw.jpg,1121.0,1164.0,1190.0,1212.0,cctv
GM4_aO_85fV97qPeLk6jRQ.jpg,2973.0,1375.0,2995.0,1394.0,cctv
dwoD2_7i1A9Tl1gTBu3Q3w.jpg,645.0,334.0,661.0,349.0,cctv
dd8Awa3ovMS_b-InhNCW-Q.jpg,324.0,1900.0,358.0,1937.0,cctv
6bIBK-MFfLbUUR_JQFkBcg.jpg,2632.0,697.0,2673.0,742.0,cctv
6bIBK-MFfLbUUR_JQFkBcg.jpg,1972.0,1388.0,1995.0,1416.0,cctv
smCKQRlrBte-H5GBZcyPMQ.jpg,615.0,1493.0,627.0,1510.0,cctv
smCKQRlrBte-H5GBZcyPMQ.jpg,507.0,1493.0,519.0,1511.0,cctv
smCKQRlrBte-H5GBZcyPMQ.jpg,390.0,1493.0,404.0,1513.0,cctv
smCKQRlrBte-H5GBZcyPMQ.jpg,250.0,1496.0,267.0,1514.0,cctv
nOrv3NCZYE812xUe_xWHuw.jpg,1544.0,970.0,1552.0,984.0,cctv
NH3q8A4bb2kkpuY1JYdwmQ.jpg,1635.0,1016.0,1660.0,1032.0,cctv
vzd5o868kRv_nCQlBgi9DQ.jpg,1790.0,747.0,1807.0,759.0,cctv
wOzesMBbLOVylWtmQUkKxQ.jpg,2691.0,1300.0,2712.0,1314.0,cctv
wOzesMBbLOVylWtmQUkKxQ.jpg,2706.0,1301.0,2726.0,1313.0,cctv
gQkucb-D-1Ylx1RX-xDx8g.jpg,687.0,1503.0,715.0,1535.0,cctv
l_KoQJ-fQcinvOgcd1lRXw.jpg,1380.0,484.0,1406.0,527.0,cctv
aV1EyFy9svnv3wGT4RkaQA.jpg,1493.0,179.0,1522.0,211.0,cctv
sKkJseApKbUv_p991VXu9w.jpg,911.0,1296.0,933.0,1331.0,cctv
v5agqGcJu7euhOw2RMrvHw.jpg,529.0,341.0,534.0,347.0,cctv
S9upgVWqAX_9_BMcxXE67A.jpg,3331.0,973.0,3414.0,1020.0,cctv
S9upgVWqAX_9_BMcxXE67A.jpg,197.0,1949.0,219.0,1972.0,cctv
MQvAqH1Dp1nLJMO-Y346nQ.jpg,3341.0,386.0,3380.0,433.0,cctv
wVxIonthEON70P61ZA6Gyw.jpg,734.0,381.0,747.0,388.0,cctv
r8OZu8CZqNUqxaLs-bjk_g.jpg,622.0,1328.0,643.0,1400.0,cctv
ub9J18fOswEbGYcH7Daffw.jpg,1713.0,1516.0,1755.0,1558.0,cctv
ub9J18fOswEbGYcH7Daffw.jpg,931.0,1827.0,957.0,1848.0,cctv
ddI-VRwVSNVnyPhDMC-o1g.jpg,79.0,237.0,157.0,373.0,cctv
ddI-VRwVSNVnyPhDMC-o1g.jpg,365.0,344.0,451.0,445.0,cctv
FKFJwLPuDL-tE702oluY9A.jpg,2032.0,1445.0,2069.0,1461.0,cctv
FKFJwLPuDL-tE702oluY9A.jpg,2477.0,1409.0,2502.0,1433.0,cctv
nFZAev7uFqy1jrso1Yu4MQ.jpg,308.0,664.0,346.0,696.0,cctv
1AJxMl2fz3OIzolz3A0nww.jpg,793.0,712.0,809.0,732.0,cctv
zLX7bZAFM6csxZIk0TVo9A.jpg,2020.0,902.0,2043.0,927.0,cctv
Z0D1xtILVkBKLVu1HT9jPg.jpg,2302.0,865.0,2312.0,880.0,cctv
Z0D1xtILVkBKLVu1HT9jPg.jpg,227.0,478.0,279.0,516.0,cctv
E5CEPEduI4IF1tnevyYVJg.jpg,2499.0,343.0,2590.0,401.0,cctv
E5CEPEduI4IF1tnevyYVJg.jpg,2426.0,861.0,2500.0,943.0,cctv
E5CEPEduI4IF1tnevyYVJg.jpg,3492.0,1135.0,3557.0,1179.0,cctv
Acgmd_fS0inNJejK8GaKrA.jpg,287.0,1164.0,303.0,1172.0,cctv
Acgmd_fS0inNJejK8GaKrA.jpg,1283.0,816.0,1303.0,836.0,cctv
j4wWAALPX4AkuQNyKr0nkw.jpg,2106.0,564.0,2164.0,598.0,cctv
j4wWAALPX4AkuQNyKr0nkw.jpg,2577.0,446.0,2628.0,482.0,cctv
